title,authors,publication_year,num_pages,average_rating
Mine,Robert R. McCammon,1991,496,3.9
Gone South,Robert R. McCammon,1993,400,3.93
Usher's Passing,Robert R. McCammon,1992,416,3.92
The Wolf's Hour,Robert R. McCammon,1990,603,4.06
Mystery Walk,Robert R. McCammon,1992,432,3.89
Boy's Life,Robert R. McCammon,1992,580,4.35
Stinger,Robert R. McCammon,1988,538,3.87
Swan Song,Robert R. McCammon,1987,956,4.28
Danse Macabre,Stephen King,2001,400,3.64
The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne,2006,281,4.47
The Green Mile,Stephen King,1996,592,4.44
Dreamcatcher,Stephen King/William Olivier Desmond/Maria Teresa Marenco,2002,688,3.63
Storm of the Century: An Original Screenplay,Stephen King,1999,376,3.92
The Body,Stephen King/Robin Waterfield,1999,80,4.25
Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,1982,66,4.07
On Writing: A Memoir,Stephen King,2001,384,4.33
The Shining,Stephen King,1980,659,4.22
La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura  #7),Stephen King/Verónica Canales,2006,496,4.24
The Dark Half,Stephen King,1990,469,3.77
The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,Lois H. Gresh/Robert E. Weinberg,2007,272,3.42
The Girl Who Loved Tom Gordon,Stephen King,2000,264,3.59
Riding the Bullet,Stephen King/Josh Hamilton,2002,66,3.63
The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,1985,692,4.11
El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,2001,424,4.0
Stand by Me,Raynold Gideon,1986,96,4.32
La danza de la muerte,Stephen King/Eduardo Goligorsky,1986,613,4.34
The Gardens of Emily Dickinson,Judith Farr/Louise Carter,2005,350,3.84
The Life of Emily Dickinson,Richard B. Sewall,1998,821,4.29
The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin,2005,690,4.25
Selected Poetry of Emily Dickinson,Emily Dickinson,1997,299,4.17
The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,2000,732,4.31
Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,2018,256,4.27
The Colossus and Other Poems,Sylvia Plath,1998,84,4.19
Rough Magic: A Biography of Sylvia Plath,Paul Alexander,2003,402,3.92
The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,1998,384,4.17
The Death and Life of Sylvia Plath,Ronald Hayman,2003,224,3.67
Te Kaihau: The Windeater,Keri Hulme,1987,239,3.72
Everyman,Philip Roth,2006,182,3.58
American Pastoral (The American Trilogy  #1),Philip Roth,1998,432,3.92
I Married a Communist (The American Trilogy  #2),Philip Roth,1999,323,3.81
Sabbath's Theater,Philip Roth,1996,451,3.85
The Counterlife,Philip Roth,1996,336,3.91
Rabbit Angstrom: The Four Novels,John Updike,1995,1520,4.26
Terrorist,John Updike,2006,320,3.17
Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,2003,640,3.98
Brazil,John Updike,1996,272,3.45
Conversations with John Updike,James Plath,2011,302,3.57
Rabbit at Rest (Rabbit Angstrom #4),John Updike,1996,608,3.97
Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,1978,32,4.02
The Mambo Kings Play Songs of Love,Oscar Hijuelos,2005,448,3.68
Mr. Ives' Christmas,Oscar Hijuelos,2003,256,3.76
A Simple Habana Melody,Oscar Hijuelos,2003,368,3.45
The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,2003,496,3.69
The Known World,Edward P. Jones,2004,388,3.83
The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,2000,693,4.27
Istanbul: Memories and the City,Orhan Pamuk,2006,356,3.79
The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,2006,466,3.91
The White Castle,Orhan Pamuk/Victoria Rowe Holbrook,2000,161,3.46
La Vida Nueva,Orhan Pamuk/Rafael Carpintero,2006,282,3.56
Granta 85: Hidden Histories,Ian Jack,2004,254,3.83
Me llamo rojo,Orhan Pamuk/Rafael Carpintero,2007,687,3.85
The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,1991,669,4.3
The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos,1994,398,4.14
Sor Juana: Or  the Traps of Faith,Octavio Paz/Margaret Sayers Peden,1990,547,4.22
Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,1984,160,4.21
The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane,1996,276,4.21
The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella/Michael Ondaatje,1997,224,3.86
Angels & Insects,A.S. Byatt,1994,292,3.65
The Blue Flower,Penelope Fitzgerald,1997,226,3.47
The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald/Frank Kermode,2003,472,4.07
The Human Stain (The American Trilogy  #3),Philip Roth,2001,384,3.88
Housekeeping,Marilynne Robinson,2004,219,3.82
All Aunt Hagar's Children: Stories,Edward P. Jones,2006,399,3.78
Lost in the City,Edward P. Jones,2004,268,4.03
White Noise,Don DeLillo,1999,320,3.87
Americana,Don DeLillo,1993,454,3.43
Love-Lies-Bleeding,Don DeLillo,2006,112,3.41
The Body Artist,Don DeLillo,2002,128,3.24
The Hotel New Hampshire,John Irving,1982,520,3.9
The Hotel New Hampshire,John Irving,1982,428,3.9
Das Hotel New Hampshire,John Irving/Hans Hermann,1984,597,3.9
El Hotel New Hampshire,John Irving/Iris Menéndez,1995,457,3.9
Black Girl/White Girl,Joyce Carol Oates,2006,288,3.23
Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter,2006,576,3.71
You Must Remember This,Joyce Carol Oates,1998,436,3.76
Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,2006,528,3.8
Missing Mom,Joyce Carol Oates,2006,464,3.55
After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,2006,292,3.46
Zombie,Joyce Carol Oates,1996,181,3.34
Sabbath's Theater,Philip Roth,1996,451,3.85
The Stone Diaries,Carol Shields,2005,384,3.87
Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,2003,332,3.83
The Whipping Boy,Sid Fleischman/Peter Sís,2003,90,3.57
Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,2003,359,3.96
Puzzle Pack: The Witch of Blackbird Pond,Mary B. Collins,2005,134,1.0
City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,1996,288,4.17
Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,2000,162,4.25
The Confessions of Nat Turner,William Styron,2004,480,3.97
Set This House On Fire,William Styron,2001,567,3.69
Darkness Visible: A Memoir of Madness,William Styron,2007,96,4.04
A Book of Blue Flowers,Robert L. Geneve,2006,327,3.83
Falconer,John Cheever,1977,224,3.66
The Wapshot Chronicle,John Cheever/Rick Moody,2003,352,3.76
72 Hour Hold,Bebe Moore Campbell,2006,336,3.81
The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,2004,1207,4.11
The Victim,Saul Bellow,1996,272,3.53
The Adventures of Augie March,Saul Bellow/Christopher Hitchens,2006,586,3.84
Mr. Sammler's Planet,Saul Bellow/Stanley Crouch,2004,288,3.76
Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow/James  Wood,2007,793,4.19
Broken (Women of the Otherworld  #6),Kelley Armstrong,2006,444,4.19
Exit Strategy (Nadia Stafford #1),Kelley Armstrong,2007,480,3.89
Bitten (Otherworld  #1),Kelley Armstrong,2004,436,4.05
Haunted (Women of the Otherworld  #5),Kelley Armstrong,2005,495,4.09
Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,2004,414,4.08
Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,2004,528,4.13
Stolen (Women of the Otherworld  #2),Kelley Armstrong,2004,468,4.15
Moderato cantabile,Marguerite Duras,1985,122,3.51
The Line Between,Peter S. Beagle,2006,231,4.12
Tamsin,Peter S. Beagle,1999,288,4.02
The Fantasy Worlds of Peter Beagle,Peter S. Beagle,1979,430,4.21
The Innkeeper's Song,Peter S. Beagle,1993,346,3.89
Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,2011,128,4.37
Les petits chevaux de Tarquinia,Marguerite Duras,1973,220,3.75
The Humanoids (Humanoids #1),Jack Williamson,1996,299,3.75
Terraforming Earth,Jack Williamson,2003,352,3.46
Les jeux sont faits,Jean-Paul Sartre,1996,165,3.96
The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,2004,656,4.34
The Rebel,Albert Camus/Anthony Bower/Herbert Read,1992,320,4.15
The Fall,Albert Camus/Justin O'Brien,1991,147,4.04
Camus at Combat: Writing 1944-1947,Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll,2006,334,4.19
Resistance  Rebellion and Death: Essays,Albert Camus/Justin O'Brien,1995,288,4.2
I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz,1998,206,4.09
Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,1997,892,4.37
Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,1998,134,4.11
The Algebraist,Iain M. Banks,2006,434,4.02
Excession (Culture  #5),Iain M. Banks,1998,499,4.21
Look to Windward (Culture  #7),Iain M. Banks,2002,496,4.2
Inversions (Culture  #6),Iain M. Banks,2001,343,3.92
Exzession (Culture  #5),Iain M. Banks/Irene Bonhorst,2002,655,4.21
Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',Alan MacGillivray,2001,80,3.92
A Song Of Stone,Iain Banks,2009,280,3.17
Selected Poems,Herman Melville/Robert Faggen,2006,384,3.77
Herman Melville: A Biography,Hershel Parker,2005,928,4.22
The Confidence-Man,Herman Melville/Tony Tanner/John Dugdale,1999,361,3.65
The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,2000,208,3.48
An Unofficial Rose,Iris Murdoch,1973,288,3.76
Days: A Tangier Diary,Paul Bowles,2006,128,3.31
The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles/Daniel Halpern,2002,940,4.19
The Spider's House,Paul Bowles/Francine Prose,2006,432,4.02
A Hundred Camels in the Courtyard,Paul Bowles,2001,90,3.98
Collected Stories and Later Writings,Paul Bowles/Daniel Halpern,2002,1050,4.41
The Sheltering Sky,Paul Bowles,2005,313,3.91
Points in Time,Paul Bowles,2006,96,3.67
The Accidental Bodyguard (Accidental  #2),Ann Major,1996,192,3.25
The Nice and the Good,Iris Murdoch,1978,362,3.84
No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin/Laura Schlessinger,2005,224,3.77
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman,2007,384,4.25
Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,Terry Pratchett/Neil Gaiman,2005,318,4.25
Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,2001,464,4.23
Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds/John Eidinow,2002,368,3.76
Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,2001,142,4.07
Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,1973,256,4.23
On Certainty,Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright,1991,114,4.16
Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,1984,160,4.01
Ludwig Wittgenstein: The Duty of Genius,Ray Monk,1991,704,4.36
Wittgenstein's Vienna,Allan Janik/Stephen Toulmin,1996,315,4.06
The Blue and Brown Books,Ludwig Wittgenstein/Rush Rhees,1965,208,4.14
Long Day's Journey into Night,Eugene O'Neill/Harold Bloom,2002,179,4.07
Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,1999,408,4.0
En attendant Godot,Samuel Beckett,1995,124,3.83
The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall/Peter Hall,2006,128,4.0
The Bald Soprano and Other Plays,Eugène Ionesco/Donald M. Allen,1994,160,4.04
Three Plays: Exit the King / The Killer / Macbett,Eugène Ionesco/Charles Marowitz/Donald   Watson,1994,105,4.11
The Discovery of New Worlds (Story of the World  #2),Margaret Bertha Synge,2006,252,3.5
Six Characters in Search of an Author and Other Plays,Luigi Pirandello/Mark Musa,1995,224,3.95
The Oil Jar and Other Stories,Luigi Pirandello/Stanley Appelbaum,1995,96,3.85
The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic,2004,272,4.03
One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam,1992,176,4.1
Henry IV,Luigi Pirandello/Tom Stoppard,2005,80,3.91
Three Plays,Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,1985,200,3.74
Sierra's Homecoming (McKettricks  #5),Linda Lael Miller,2006,248,4.09
Homecoming (Tillerman Cycle  #1),Cynthia Voigt,2002,416,3.94
Buried Child,Sam Shepard,2006,120,3.91
Seven Plays,Sam Shepard/Richard Gilman,1984,336,4.18
You Come Too: Favorite Poems for Readers of All Ages,Robert Frost/Noel Perrin,2002,92,4.15
Watership Down,Richard  Adams,2005,476,4.06
Watership Down,Richard  Adams,2001,479,4.06
Tales from Watership Down,Richard  Adams,1998,267,3.79
The Bake Shop Ghost,Jacqueline K. Ogburn/Marjorie A. Priceman,2005,32,4.27
The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond,2005,80,4.11
All the Sad Young Men (Works of F. Scott Fitzgerald),F. Scott Fitzgerald/James L.W. West III,2007,504,3.96
Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,2005,347,4.25
Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes,2006,400,3.96
Invitation to a Beheading,Vladimir Nabokov,2015,192,3.9
Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,1990,604,4.15
Strong Opinions,Vladimir Nabokov,1990,368,4.0
The Portable Conrad,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,1976,762,4.28
Lord Jim,Joseph Conrad,2000,455,3.62
Typhoon and Other Tales,Joseph Conrad/Cedric Watts,2003,304,3.9
Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,2001,32,4.4
The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost/Edward Connery Lathem,2002,607,4.25
Frost,Thomas Bernhard/Michael Hofmann,2006,342,3.88
The Road Not Taken and Other Poems,Robert Frost,1993,49,4.28
Collected Poems  Prose  and Plays,Robert Frost/Richard Poirier/Mark   Richardson,1995,1036,4.32
Robert Frost: A Life,Jay Parini,2000,514,4.11
Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther,1995,424,4.08
A Streetcar Named Desire,Tennessee Williams,1952,107,3.98
A Streetcar Named Desire,Tennessee Williams/Arthur  Miller,2004,192,3.98
A Streetcar Named Desire (SparkNotes Literature Guide),SparkNotes,2002,96,3.29
CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts/Tennessee Williams/CliffsNotes,1965,88,3.7
Pygmalion,George Bernard Shaw/Dan H. Laurence/Nicholas Grene,2003,122,3.9
The Play Soldier,Chet Green,2011,328,4.5
Return to Ithaca (Tales from the Odyssey  #5),Mary Pope Osborne/Troy Howell,2004,112,4.14
The New Testament,Richmond Lattimore,1997,608,4.32
Greek Lyrics,Richmond Lattimore,1960,82,3.98
The Iliad,Homer/Robert Fagles/Derek Jacobi,2006,8,3.86
The Iliad  Books 8-9 (Classical Texts Series),Homer/Charles H. Wilson,1996,224,4.5
The Gray-Eyed Goddess (Tales from the Odyssey  #4),Mary Pope Osborne/Troy Howell/Homer,2003,128,4.09
Collected Stories,Tennessee Williams/Gore Vidal,1994,608,4.31
Saint Joan,George Bernard Shaw/Dan H. Laurence/Imogen Stubbs,2001,160,3.8
The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw/Susan Moller Okin,1984,565,3.87
Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),Samuel Beckett,1997,512,4.28
The Adventures of Race Williams,Carroll John Daly,1989,342,3.45
The Hidden Hand,Carroll John Daly/Drew Bishop,1992,272,3.43
Murder from the East,Carroll John Daly,1935,312,3.63
Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,2005,336,4.25
The Scarlet Letter,Nathaniel Hawthorne/Thomas E. Connolly/Nina Baym,2003,279,3.4
The Scarlet Letter,Nathaniel Hawthorne/Kathryn Harrison,2000,241,3.4
The Scarlet Letter,Nathaniel Hawthorne,2004,400,3.4
The Scarlet Letter,Nathaniel Hawthorne,2006,224,3.4
The Scarlet Letter,Nathaniel Hawthorne,2005,538,3.4
Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne/Karin Jacobson,2001,240,3.4
The Birth of Tragedy,Friedrich Nietzsche/Clifton Fadiman,1995,92,3.98
Human  All Too Human (Complete Works 3),Friedrich Nietzsche/Gary Handwerk,2000,396,4.21
Basic Writings of Nietzsche,Friedrich Nietzsche/Walter Kaufmann/Peter Gay,2001,862,4.11
Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,2003,240,4.01
Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche/R.J. Hollingdale,1997,292,4.18
How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum/Ron Zalme,2004,32,4.21
Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,2002,608,4.01
Premières Histoires,João Guimarães Rosa,1995,205,4.33
My Year of Meats,Ruth Ozeki,1999,366,3.96
Beef,Ruth Ozeki,2000,383,3.96
Mon épouse américaine,Ruth Ozeki/Florence Mortimer,2001,445,3.96
The Partly Cloudy Patriot,Sarah Vowell/Katherine Streeter,2003,197,3.88
The Risk Pool,Richard Russo,1998,479,4.04
The Whore's Child and Other Stories,Richard Russo,2003,240,3.75
Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,Gus Russo,2006,640,3.88
The Lay of the Land,Richard Ford,2006,485,3.9
Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,2008,416,4.47
The People's Tycoon: Henry Ford and the American Century,Steven Watts,2006,656,4.02
Wilderness: The Lost Writings  Vol. 1,Jim Morrison,1989,214,3.96
When Somebody Loves You Back (Soulmates Dissipate  #6),Mary B. Morrison,2006,285,4.38
Journey to the End of the Night,Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann,2006,453,4.23
Europe Central,William T. Vollmann,2005,811,3.92
Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,2002,288,4.43
Passing,Nella Larsen/Carla Kaplan,2007,546,3.85
The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen/Charles Larson/Marita Golden,2001,278,4.14
The Poet of Tolstoy Park,Sonny Brewer,2006,304,3.93
A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy/Peter Sekirin,1997,384,4.07
Safe Conduct: An Autobiography and Other Writings,Boris Pasternak/B. Deutsch,2009,256,3.82
Letters: Summer 1926,Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke,2001,380,4.26
Traveller,Richard  Adams,1989,355,3.92
The Plague Dogs,Richard  Adams,2006,390,3.85
Maia (Beklan Empire #2),Richard  Adams,1984,1056,4.01
The Girl in a Swing,Richard  Adams,1982,339,3.52
You Can't Go Home Again,Thomas Wolfe,1998,711,4.04
Look Homeward  Angel,Thomas Wolfe,2006,644,3.93
Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe/Pat Conroy,1999,896,4.2
Boys' Life & Search and Destroy,Howard Korder,2006,160,3.76
Complete Plays 1920–1931,Eugene O'Neill/Travis Bogard,1988,1092,4.18
Complete Plays 1913–1920,Eugene O'Neill/Travis Bogard,1988,1107,4.1
The Castle in the Forest,Norman Mailer,2007,477,3.14
The Naked and the Dead,Norman Mailer,2000,721,3.94
The Executioner's Song,Norman Mailer,1998,1056,4.06
The Big Empty: Dialogues on Politics  Sex  God  Boxing  Morality  Myth  Poker & Bad Conscience in America,Norman Mailer/John Buffalo Mailer,2006,218,3.3
The Armies of the Night: History as a Novel  the Novel as History,Norman Mailer,1995,304,3.66
In Cold Blood,Truman Capote,2000,316,4.07
Cold Blood (Lorraine Page  #2),Lynda La Plante,1999,462,3.92
Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,2006,320,3.8
Cry  the Beloved Country,Alan Paton,2002,240,3.9
You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,2006,255,3.72
The Sunset Limited,Cormac McCarthy,2006,160,3.96
